,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,20,Albacete,4,Familia
1,Mujer,25,Madrid,4,Estudios de Primaria/Secundaria
2,Hombre,25,Madrid,5,Estudios Superiores
3,Mujer,24,Madrid,4,A través de otra persona
4,Mujer,24,Madrid,3,Estudios Superiores
5,Mujer,24,Toledo,3,Estudios de Primaria/Secundaria
6,Mujer,24,Madrid,3,Estudios de Primaria/Secundaria
7,Mujer,26,Madrid,5,Estudios Superiores
8,Mujer,24,Madrid,2,A través de otra persona
9,Mujer,38,Dubai,3,Familia
10,Hombre,55,Toledo,2,Familia
11,Mujer,55,Toledo,1,Familia
12,Mujer,25,Burgos,3,Estudios Superiores
13,Hombre,24,Madrid,2,Estudios Superiores
14,Mujer,85,Toledo,2,Familia
15,Mujer,54,Toledo,1,Familia
16,Mujer,13,Madrid,2,Familia
17,Mujer,24,Madrid,2,A través de otra persona
18,Mujer,23,Madrid,2,Trabajo
19,Mujer,24,Madrid,2,Estudios Superiores
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
