,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,22.0,MAdrid,4.0,Estudios Superiores
1,Mujer,22.0,Madrid,5.0,Estudios de Primaria/Secundaria
2,Mujer,23.0,Madrid,4.0,Estudios de Primaria/Secundaria
3,Mujer,18.0,Madrid,5.0,Familia
4,Mujer,22.0,Salamanca,3.0,Estudios de Primaria/Secundaria
5,Mujer,18.0,Caceres,2.0,A través de otra persona
6,Mujer,50.0,Caceres,3.0,A través de otra persona
7,Hombre,22.0,Madrid,2.0,A través de otra persona
8,Mujer,22.0,Madrid,4.0,Estudios Superiores
9,Mujer,22.0,Madrid,1.0,Estudios Superiores
10,Hombre,23.0, Barcelona,1.0,Estudios Superiores
11,Hombre,23.0,Sevilla,1.0,Estudios de Primaria/Secundaria
12,Mujer,23.0,Madrid,4.0,Familia
13,Hombre,20.0,Madrid,3.0,Familia
14,Mujer,18.0,Madrid,1.0,A través de otra persona
15,Mujer,19.0,Caceres,4.0,A través de otra persona
16,Mujer,22.0,Caceres,4.0,A través de otra persona
17,Hombre,51.0,Caceres,4.0,A través de otra persona
18,Mujer,50.0,Madrid,1.0,Aficiones comunes
19,Mujer,71.0,Caceres,5.0,Familia
20,Hombre,73.0,Caceres,5.0,Familia
21,Mujer,13.0,Caceres,5.0,Familia
22,Hombre,9.0,Caceres,5.0,Familia
23,Mujer,75.0,Caceres,2.0,Familia
24,Mujer,80.0,Madrid,1.0,Otro
25,Mujer,20.0,Caceres,1.0,A través de otra persona
26,Hombre,23.0,sevilla,1.0,Estudios de Primaria/Secundaria
27,Mujer,54.0,Caceres,1.0,Vecino/a
28,Hombre,54.0,Madrid,5.0,Familia
29,Mujer,23.0,Madrid,4.0,A través de otra persona
