,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,26,VALENCIA,5,Estudios de Primaria/Secundaria
1,Hombre,25,VALENCIA,4,A través de otra persona
2,Mujer,58,VALENCIA,5,Familia
3,Mujer,25,VALENCIA,5,A través de otra persona
4,Hombre,60,VALENCIA,5,Familia
5,Hombre,90,VALENCIA,5,Familia
6,Hombre,24,VALENCIA,3,Estudios de Primaria/Secundaria
7,Hombre,26,VALENCIA,5,Estudios de Primaria/Secundaria
8,Hombre,25,VALENCIA,4,Estudios de Primaria/Secundaria
9,Hombre,25,VALENCIA,4,Aficiones comunes
10,Hombre,25,VALENCIA,2,Estudios de Primaria/Secundaria
11,Hombre,25,VALENCIA,3,Estudios de Primaria/Secundaria
12,Mujer,80,VALENCIA,5,Familia
13,Mujer,82,VALENCIA,5,Familia
14,Hombre,85,VALENCIA,4,Familia
15,Mujer,69,VALENCIA,5,Familia
16,Hombre,58,VALENCIA,3,Familia
17,Mujer,26,VALENCIA,3,A través de otra persona
18,Hombre,23,VALENCIA,3,Familia
19,Hombre,28,VALENCIA,4,Familia
20,Mujer,24,VALENCIA,4,Familia
21,Mujer,54,VALENCIA,4,Familia
22,Hombre,61,VALENCIA,3,Familia
23,Hombre,26,VALENCIA,3,Aficiones comunes
24,Hombre,26,VALENCIA,5,Familia
25,Hombre,26,VALENCIA,5,Familia
26,Hombre,58,VALENCIA,1,Trabajo
27,Hombre,38,VALENCIA,1,Trabajo
28,Mujer,27,VALENCIA,1,Trabajo
29,Mujer,48,VALENCIA,1,Trabajo
