,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,44.0,España,5.0,Familia
1,Mujer,41.0,España,5.0,Familia
2,Hombre,25.0,España,5.0,Estudios Superiores
3,Mujer,20.0,España,5.0,Familia
4,Hombre,25.0,España,4.0,Estudios Superiores
5,Hombre,26.0,España,4.0,Trabajo
6,Hombre,24.0,España,4.0,Trabajo
7,Mujer,25.0,Esoaña,4.0,Trabajo
8,Mujer,25.0,España,5.0,Estudios de Primaria/Secundaria
9,Mujer,25.0,España,2.0,Estudios de Primaria/Secundaria
10,Mujer,25.0,España,3.0,Trabajo
11,Mujer,28.0,España,3.0,Trabajo
12,Hombre,24.0,España,4.0,Otro
13,Hombre,30.0,España,3.0,Aficiones comunes
14,Hombre,35.0,España,3.0,Otro
15,Hombre,27.0,España,3.0,Trabajo
16,Hombre,27.0,España,4.0,Estudios Superiores
17,Mujer,25.0,España,4.0,Estudios Superiores
18,Mujer,38.0,España,2.0,Trabajo
19,Mujer,25.0,España,4.0,A través de otra persona
20,Mujer,25.0,España,3.0,Estudios de Primaria/Secundaria
21,Hombre,26.0,España,3.0,Estudios de Primaria/Secundaria
22,Hombre,24.0,España,4.0,Estudios de Primaria/Secundaria
23,Mujer,21.0,España,4.0,Familia
24,Hombre,45.0,España,4.0,Familia
25,Mujer,42.0,España,4.0,Familia
26,Hombre,25.0,España,3.0,A través de otra persona
27,Hombre,25.0,España,3.0,A través de otra persona
28,Hombre,26.0,España,4.0,Otro
29,Hombre,25.0,España,4.0,Estudios Superiores
