,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,51.0,Huelva,5.0,Familia
1,Hombre,57.0,Huelva,5.0,Familia
2,Mujer,15.0,Huelva,3.0,Familia
3,Mujer,26.0,Barcelona,5.0,Estudios Superiores
4,Mujer,26.0,Barcelona,5.0,Estudios Superiores
5,Hombre,26.0,Sevilla,4.0,Estudios Superiores
6,Hombre,26.0,Suiza,4.0,Estudios Superiores
7,Hombre,26.0,Barcelona,4.0,Estudios Superiores
8,Hombre,25.0,Sevilla,5.0,Estudios Superiores
9,Mujer,25.0,Santiago de Compostela ,4.0,Familia
10,Mujer,26.0,Salamanca,5.0,Estudios Superiores
11,Hombre,24.0,Salamanca,5.0,Estudios Superiores
12,Hombre,34.0,Salamanca,5.0,Estudios Superiores
13,Mujer,30.0,Salamanca,5.0,Estudios Superiores
14,Hombre,28.0,Salamanca,5.0,Estudios Superiores
15,Hombre,28.0,Salamanca,3.0,Estudios Superiores
16,Hombre,25.0,Cáceres ,4.0,Estudios Superiores
17,Hombre,22.0,Zamora,5.0,A través de otra persona
18,Hombre,21.0,Salamanca,4.0,Estudios Superiores
19,Mujer,25.0,Salamanca ,4.0,Estudios Superiores
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
