,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,27,Aranjuez,5,Aficiones comunes
1,Mujer,21,Madrid,3,Familia
2,Hombre,56,Madrid,3,Familia
3,Mujer,51,Madrid,4,Familia
4,Mujer,70,Madrid,2,Familia
5,Hombre,70,Madrid,2,Familia
6,Mujer,46,Madrid,2,Familia
7,Mujer,26,Madrid,4,Estudios Superiores
8,Mujer,26,Móstoles,2,Estudios de Primaria/Secundaria
9,Mujer,25,Móstoles,3,Estudios de Primaria/Secundaria
10,Mujer,26,Móstoles,3,Estudios de Primaria/Secundaria
11,Mujer,26,Móstoles,3,Estudios de Primaria/Secundaria
12,Mujer,26,Móstoles,3,Estudios de Primaria/Secundaria
13,Hombre,28,Villaverde,3,A través de otra persona
14,Hombre,28,Villaverde,3,Aficiones comunes
15,Mujer,27,Villaverde,3,A través de otra persona
16,Hombre,28,Villaverde,3,A través de otra persona
17,Mujer,26,Vallecas,2,A través de otra persona
18,Mujer,24,Vallecas,2,A través de otra persona
19,Hombre,26,Cáceres,1,A través de otra persona
20,Mujer,26,Madrid,1,A través de otra persona
21,Mujer,26,Valdebernardo,3,Estudios Superiores
22,Mujer,25,Carabanchel,3,Estudios Superiores
23,Hombre,27,Fuenlabrada,3,Estudios Superiores
24,Hombre,25,Alcorcón,3,Estudios Superiores
25,Hombre,26,Toledo,3,Estudios Superiores
26,Mujer,18,Móstoles,1,Familia
27,Hombre,17,Móstoles,1,Familia
28,Mujer,23,Leganés,1,Familia
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
