,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,24,Montreal,5,Estudios Superiores
1,Hombre,23,Montreal,4,Estudios Superiores
2,Hombre,20,Aranjuez,5,Familia
3,Mujer,22,Aranjuez,5,Estudios de Primaria/Secundaria
4,Hombre,22,Aranjuez,5,Estudios de Primaria/Secundaria
5,Hombre,28,Montreal,2,Aficiones comunes
6,Hombre,26,Montreal,3,Aficiones comunes
7,Hombre,22,Montreal,2,Aficiones comunes
8,Otro,22,Aranjuez,5,Estudios de Primaria/Secundaria
9,Otro,22,Aranjuez,5,Estudios de Primaria/Secundaria
10,Hombre,29,Montreal,5,Vecino/a
11,Mujer,60,Aranjuez,5,Familia
12,Hombre,23,Birmingham,3,Aficiones comunes
13,Mujer,22,Madrid,3,Familia
14,Hombre,62,Aranjuez,4,Familia
15,Mujer,90,Getafe,5,Familia
16,Mujer,23,Madrid,3,Estudios Superiores
17,Hombre,22,Getafe,4,Estudios Superiores
18,Mujer,23,Cracovia,4,Estudios Superiores
19,Hombre,22,San Diego,1,Estudios Superiores
20,Hombre,23,Balcon del Tajo,5,Estudios de Primaria/Secundaria
21,Mujer,22,Aranjuez,4,Estudios de Primaria/Secundaria
22,Hombre,23,Balcon del Tajo,5,Estudios de Primaria/Secundaria
23,Hombre,23,Montreal,1,A través de otra persona
24,Hombre,25,Madrid,2,Aficiones comunes
25,Mujer,26,Beirut,2,Estudios Superiores
26,Mujer,22,Madrid,2,Estudios Superiores
27,Mujer,22,Madrid,1,Estudios Superiores
28,Mujer,22,Getafe,2,Estudios Superiores
29,Hombre,60,Madrid,2,Trabajo
30,Mujer,35,Madrid,3,Trabajo
31,Mujer,22,Getafe,2,Estudios Superiores
32,Mujer,22,Madrid,3,Estudios Superiores
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
