,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,30.0,Denia,5.0,Vecino/a
1,Mujer,26.0,Denia,5.0,A través de otra persona
2,Mujer,41.0,Valencia ,5.0,Familia
3,Mujer,40.0,Madrid,3.0,Trabajo
4,Mujer,40.0,Valencia,3.0,Trabajo
5,Mujer,27.0,Madtid,4.0,Trabajo
6,Mujer,55.0,Valencia,4.0,Trabajo
7,Mujer,56.0,Valencia,4.0,Trabajo
8,Mujer,16.0,Valencia,5.0,Familia
9,Hombre,28.0,Denia,3.0,Vecino/a
10,Mujer,38.0,Denia,5.0,A través de otra persona
11,Mujer,66.0,Ecuador,5.0,Familia
12,Hombre,78.0,Ecuador,5.0,Familia
13,Mujer,64.0,Valencia,5.0,Estudios Superiores
14,Mujer,39.0,Valencia,4.0,A través de otra persona
15,Hombre,26.0,Valencia ,5.0,Vecino/a
16,Hombre,66.0,Denia,5.0,A través de otra persona
17,Mujer,38.0,Marsella,4.0,A través de otra persona
18,Mujer,35.0,Valencia ,3.0,Trabajo
19,Hombre,18.0,Denia,5.0,A través de otra persona
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
