,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,37,Romania,3,Familia
1,Mujer,38,Romania,5,Familia
2,Mujer,37,Germany,5,Familia
3,Hombre,42,Germany,1,Otro
4,Mujer,70,Uruguay,5,Familia
5,Hombre,70,Uruguay,5,Familia
6,Hombre,36,Romania,5,Estudios Superiores
7,Hombre,41,England,3,Familia
8,Hombre,39,Germany,1,Trabajo
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
