,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,42.0,Málaga ,4.0,Estudios de Primaria/Secundaria
1,Mujer,40.0,Málaga ,5.0,Otro
2,Mujer,38.0,Málaga ,4.0,Familia
3,Mujer,40.0,Málaga ,3.0,Estudios Superiores
4,Mujer,39.0,Málaga ,4.0,A través de otra persona
5,Hombre,38.0,Málaga ,2.0,Trabajo
6,Hombre,40.0,Málaga ,4.0,Estudios Superiores
7,Hombre,55.0,Málaga ,1.0,Vecino/a
8,Hombre,44.0,Málaga ,1.0,Vecino/a
9,Hombre,44.0,Granada ,3.0,A través de otra persona
10,Hombre,42.0,Málaga ,4.0,Estudios de Primaria/Secundaria
11,Hombre,44.0,Granada ,3.0,A través de otra persona
12,Hombre,70.0,Málaga ,5.0,Familia
13,Mujer,65.0,Málaga ,5.0,Familia
14,Hombre,22.0,Benalmádena ,1.0,Trabajo
15,Hombre,38.0,Málaga ,3.0,A través de otra persona
16,Hombre,38.0,Málaga ,3.0,A través de otra persona
17,Mujer,45.0,Torremolinos ,1.0,Trabajo
18,Hombre,20.0,Málaga ,5.0,Familia
19,Hombre,20.0,Málaga ,2.0,A través de otra persona
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
