,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,58.0,Madrid,5.0,Familia
1,Hombre,59.0,Madrid,5.0,Familia
2,Mujer,25.0,Madrid,5.0,Familia
3,Mujer,29.0,Madrid,5.0,Estudios de Primaria/Secundaria
4,Hombre,29.0,Madrid,5.0,Estudios Superiores
5,Mujer,29.0,Madrid,3.0,Aficiones comunes
6,Mujer,30.0,Madrid,3.0,A través de otra persona
7,Mujer,29.0,Madrid,3.0,Aficiones comunes
8,Mujer,29.0,Madrid,3.0,A través de otra persona
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
