,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,38,"Zurich, Suiza ",5,Estudios de Primaria/Secundaria
1,Hombre,40,Salamanca ,3,Estudios de Primaria/Secundaria
2,Hombre,39,Salamanca,2,Estudios de Primaria/Secundaria
3,Hombre,39,"Ciudad Rodrigo, Salamanca ",3,Estudios de Primaria/Secundaria
4,Hombre,39,Salamanca ,5,Estudios de Primaria/Secundaria
5,Hombre,39,Madrid ,1,A través de otra persona
6,Hombre,38,Madrid,4,Estudios de Primaria/Secundaria
7,Mujer,41,Madrid ,5,Aficiones comunes
8,Mujer,35,Salamanca ,5,Trabajo
9,Hombre,39,Madrid ,2,Estudios de Primaria/Secundaria
10,Mujer,34,"Zurich, Suiza",2,A través de otra persona
11,Mujer,22,Salamanca ,1,Aficiones comunes
12,Mujer,25,Salamanca ,1,Aficiones comunes
13,Hombre,46,Salamanca ,1,Aficiones comunes
14,Hombre,39,Santiago de Chile ,4,Estudios de Primaria/Secundaria
15,Hombre,39,Salamanca ,3,Estudios de Primaria/Secundaria
16,Mujer,45,Salamanca ,3,A través de otra persona
17,Mujer,46,Salamanca ,4,Trabajo
18,Hombre,14,Salamanca ,3,A través de otra persona
19,Mujer,47,Salamanca ,2,Trabajo
20,Mujer,25,Salamanca ,1,Trabajo
21,Mujer,60,Salamanca ,1,Familia
22,Hombre,44,Salamanca ,2,Aficiones comunes
23,Hombre,27,Salamanca,2,Aficiones comunes
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
