,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,25,Badajoz ,4,A través de otra persona
1,Mujer,23,Cáceres ,5,A través de otra persona
2,Hombre,24,Badajoz,3,A través de otra persona
3,Hombre,24,Badajoz,4,A través de otra persona
4,Hombre,24,Valencia,4,Estudios de Primaria/Secundaria
5,Hombre,24,Madrid,5,A través de otra persona
6,Mujer,24,Barcelona ,4,Estudios de Primaria/Secundaria
7,Mujer,23,Madrid,4,Estudios de Primaria/Secundaria
8,Hombre,24,Badajoz,4,Estudios de Primaria/Secundaria
9,Hombre,24,Madrid,4,Estudios Superiores
10,Hombre,24,Madrid,3,Estudios Superiores
11,Hombre,24,Madrid,2,Estudios Superiores
12,Hombre,24,Madrid,3,Estudios Superiores
13,Hombre,24,Toledo,4,Estudios Superiores
14,Hombre,24,Madrid,2,Estudios Superiores
15,Mujer,25,Toledo,1,Estudios Superiores
16,Hombre,24,Alicante,1,Estudios Superiores
17,Hombre,22,Barcelona ,5,Familia
18,Hombre,51,Cáceres ,3,Familia
19,Hombre,20,Badajoz,5,Familia
20,Mujer,25,Madrid,4,Estudios Superiores
21,Hombre,25,Badajoz,4,A través de otra persona
22,Hombre,26,Polonia,5,A través de otra persona
23,Hombre,37,Madrid,2,Aficiones comunes
24,Mujer,35,Madrid,2,A través de otra persona
25,Mujer,26,Madrid,1,A través de otra persona
26,Mujer,40,Cáceres ,2,A través de otra persona
27,Hombre,40,Cáceres ,2,A través de otra persona
28,Hombre,24,Badajoz,2,Estudios de Primaria/Secundaria
29,Hombre,24,Badajoz,2,Estudios de Primaria/Secundaria
