,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,33.0,Los Ángeles de San Rafael ,5.0,Trabajo
1,Hombre,28.0,Albacete ,4.0,Familia
2,Mujer,62.0,Guadarrama ,3.0,Familia
3,Hombre,64.0,Guadarrama ,3.0,Familia
4,Mujer,34.0,Murcia ,4.0,Estudios Superiores
5,Mujer,35.0,Murcia ,4.0,Estudios Superiores
6,Mujer,34.0,Murcia ,3.0,Estudios Superiores
7,Mujer,34.0,Los Molinos,3.0,A través de otra persona
8,Mujer,41.0,Guadarrama ,4.0,Trabajo
9,Hombre,33.0,Torrelodones ,3.0,A través de otra persona
10,Mujer,39.0,Torrelodones ,3.0,A través de otra persona
11,Hombre,36.0,Albacete ,3.0,Estudios Superiores
12,Mujer,50.0,Albacete ,3.0,Familia
13,Mujer,45.0,Albacete ,3.0,Familia
14,Mujer,33.0,Guadarrama ,3.0,A través de otra persona
15,Mujer,33.0,Guadarrama ,3.0,A través de otra persona
16,Mujer,40.0,Torrelodones ,3.0,Trabajo
17,Mujer,48.0,Collado Villalba ,3.0,Trabajo
18,Hombre,50.0,Madrid,3.0,Vecino/a
19,Mujer,48.0,Madrid ,3.0,Vecino/a
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
