,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,45.0,Palma del Río ,4.0,Estudios Superiores
1,Mujer,46.0,Palma del Río ,4.0,Familia
2,Mujer,40.0,Peñaflor,4.0,Familia
3,Mujer,15.0,Fuente Palmera ,5.0,Familia
4,Hombre,51.0,Fuente Palmera ,5.0,Familia
5,Mujer,45.0,Fuente Palmera ,2.0,Familia
6,Mujer,43.0,Fuente Palmera ,3.0,Familia
7,Mujer,49.0,Fuente Palmera ,3.0,A través de otra persona
8,Mujer,53.0,Málaga,4.0,Trabajo
9,Mujer,52.0,Málaga ,3.0,Trabajo
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
