,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,32,San Martin de la Vega,4,Aficiones comunes
1,Mujer,40,San Martin de la Vega,3,Aficiones comunes
2,Hombre,42,San Martin de la Vega,5,Aficiones comunes
3,Mujer,59,San Martin de la Vega,5,Familia
4,Hombre,32,Morata de Tajuña,2,Familia
5,Hombre,63,SAN MARTIN DE LA VEGA,5,Familia
6,Hombre,48,San martin de la vega,5,Aficiones comunes
7,Hombre,23,San Martin de la Vega,2,Aficiones comunes
8,Mujer,40,China,4,Otro
9,Mujer,31,Gerona,2,Otro
10,Mujer,33,San Martin de la Vega,4,Estudios de Primaria/Secundaria
11,Mujer,32,Ciempozuelos,3,Estudios de Primaria/Secundaria
12,Mujer,31,Madrid,5,Estudios Superiores
13,Mujer,32,Madrid,2,Trabajo
14,Hombre,29,Madrid,1,A través de otra persona
15,Mujer,28,Tejina,1,Aficiones comunes
16,Mujer,43,Tejina,1,Aficiones comunes
17,Mujer,45,Alcalá de Henares,2,Familia
18,Hombre,47,Alcalá de Henares,1,Familia
19,Mujer,73,Morata de Tajuña,2,Familia
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
