,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,33.0,madrid,4.0,Aficiones comunes
1,Hombre,29.0,madrid,4.0,Aficiones comunes
2,Hombre,28.0,madrid,3.0,Aficiones comunes
3,Mujer,30.0,madrid,4.0,Aficiones comunes
4,Hombre,34.0,madrid,3.0,A través de otra persona
5,Mujer,28.0,madrid,3.0,A través de otra persona
6,Mujer,23.0,madrid,3.0,Aficiones comunes
7,Mujer,31.0,madrid,4.0,Estudios Superiores
8,Mujer,30.0,madrid,3.0,Estudios Superiores
9,Hombre,31.0,madrid,1.0,Aficiones comunes
10,Hombre,52.0,madrid,2.0,Otro
11,Mujer,48.0,madrid,1.0,Otro
12,Mujer,29.0,madrid,2.0,Aficiones comunes
13,Mujer,52.0,madrid,4.0,Estudios Superiores
14,Hombre,33.0,madrid,3.0,Estudios Superiores
15,Mujer,31.0,madrid,2.0,A través de otra persona
16,Hombre,32.0,argentina,3.0,Familia
17,Mujer,34.0,argentina,4.0,Familia
18,Hombre,31.0,argentina,3.0,Familia
19,Mujer,27.0,argentina,4.0,Familia
20,Mujer,29.0,argentina,4.0,Familia
21,Hombre,34.0,londres,5.0,Familia
22,Mujer,40.0,boston,5.0,Familia
23,Hombre,44.0,boston,5.0,Familia
24,Hombre,40.0,madrid,1.0,Aficiones comunes
25,Hombre,40.0,madrid,1.0,Otro
26,Mujer,38.0,madrid,1.0,Trabajo
27,Hombre,40.0,madrid,1.0,Trabajo
28,Mujer,27.0,valencia,1.0,Trabajo
29,Mujer,24.0,argentina,2.0,Familia
