,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,24.0,Arganda ,4.0,Otro
1,Hombre,26.0,Barcelona ,3.0,Aficiones comunes
2,Mujer,20.0,Getafe ,5.0,Vecino/a
3,Hombre,20.0,Madrid ,5.0,Estudios de Primaria/Secundaria
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
