,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,22,Madrid,5,Estudios Superiores
1,Hombre,23,Madrid,4,Estudios de Primaria/Secundaria
2,Hombre,23,Madrid ,4,Estudios de Primaria/Secundaria
3,Hombre,23,Madrid,4,Estudios de Primaria/Secundaria
4,Hombre,22,Madrid,4,Estudios de Primaria/Secundaria
5,Hombre,23,Madrid,4,A través de otra persona
6,Hombre,23,Madrid ,4,A través de otra persona
7,Hombre,23,Madrid,4,A través de otra persona
8,Hombre,23,Madrid,3,Estudios de Primaria/Secundaria
9,Hombre,22,San Sebastián de los Reyes,4,Estudios Superiores
10,Hombre,23,Madrid,4,Estudios Superiores
11,Mujer,23,Torrelodones ,3,Estudios Superiores
12,Hombre,23,Madrid ,3,Estudios Superiores
13,Mujer,22,Majadahonda ,3,Estudios Superiores
14,Mujer,23,Madrid ,3,Estudios Superiores
15,Hombre,22,Madrid ,1,Estudios Superiores
16,Hombre,22,Madrid,2,Estudios Superiores
17,Mujer,22,Madrid,1,Estudios Superiores
18,Mujer,23,Madrid,1,Estudios Superiores
19,Hombre,22,Madrid ,4,Otro
20,Hombre,23,Oviedo,4,Otro
21,Hombre,21,Madrid ,4,Otro
22,Hombre,24,Madrid ,3,Otro
23,Hombre,25,Toledo,2,Otro
24,Mujer,23,Madrid ,1,Otro
25,Mujer,22,Madrid,3,Otro
26,Mujer,22,Madrid,2,Otro
27,Hombre,22,Sevilla,2,Otro
28,Mujer,22,Madrid,1,Otro
29,Mujer,21,Madrid ,1,Otro
30,Hombre,28,Ámsterdam,2,Otro
31,Hombre,31,Marsella,1,Otro
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
