,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,23.0,Madrid,3.0,Estudios Superiores
1,Hombre,50.0,Madrid,4.0,Trabajo
2,Hombre,43.0,Madrid,4.0,Vecino/a
3,Hombre,34.0,Madrid,4.0,A través de otra persona
4,Hombre,23.0,Madrid,2.0,Aficiones comunes
5,Hombre,67.0,Madrid,4.0,Familia
6,Mujer,25.0,Madrid,3.0,Estudios de Primaria/Secundaria
7,Hombre,35.0,Madrid,1.0,Vecino/a
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
