,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,24.0,Madrid,3.0,Trabajo
1,Mujer,25.0,Guadalajara ,5.0,Estudios Superiores
2,Mujer,12.0,Guadalajara ,5.0,Familia
3,Mujer,50.0,Molina de Aragon ,3.0,Familia
4,Mujer,30.0,Malaga,1.0,A través de otra persona
5,Hombre,60.0,Guadalajara ,4.0,Familia
6,Hombre,19.0,Madrid,4.0,Estudios de Primaria/Secundaria
7,Mujer,5.0,Guadalajara,4.0,Familia
8,Mujer,25.0,Madrid ,2.0,Estudios Superiores
9,Mujer,25.0,Madrid,4.0,Estudios Superiores
10,Hombre,30.0,Madrid,4.0,Vecino/a
11,Mujer,35.0,Teruel,5.0,Familia
12,Mujer,37.0,Teruel,4.0,Familia
13,Hombre,69.0,Guadalajara ,3.0,Familia
14,Hombre,61.0,Teruel,2.0,Familia
15,Mujer,4.0,Teruel,5.0,Familia
16,Hombre,67.0,Madrid,4.0,A través de otra persona
17,Mujer,25.0,Madrid,2.0,Trabajo
18,Hombre,36.0,Madrid,1.0,Trabajo
19,Mujer,34.0,Madrid,4.0,Trabajo
20,Hombre,29.0,Madrid,3.0,Trabajo
21,Mujer,27.0,Guadalajara ,4.0,Aficiones comunes
22,Mujer,27.0,Guadalajara ,4.0,Aficiones comunes
23,Hombre,38.0,Madrid,4.0,Vecino/a
24,Hombre,34.0,Madrid,3.0,Vecino/a
25,Hombre,45.0,Madrid,2.0,Vecino/a
26,Hombre,28.0,Madrid,5.0,A través de otra persona
27,Hombre,34.0,Madrid,2.0,Otro
28,Hombre,21.0,Madrid,3.0,Estudios Superiores
29,Mujer,45.0,Madrid ,1.0,Vecino/a
