,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,43.0,Madrid,5.0,Estudios Superiores
1,Mujer,40.0,Madrid,3.0,Estudios Superiores
2,Hombre,45.0,Madrid,2.0,A través de otra persona
3,Hombre,63.0,Madrid,2.0,Estudios Superiores
4,Hombre,40.0,Madrid,4.0,Trabajo
5,Hombre,55.0,Alcalá de Henares,2.0,Trabajo
6,Hombre,50.0,Las Rozas,4.0,Trabajo
7,Hombre,44.0,Madrid,4.0,Aficiones comunes
8,Hombre,40.0,Madrid,4.0,Aficiones comunes
9,Mujer,42.0,Madrid,4.0,Estudios de Primaria/Secundaria
10,Hombre,44.0,Madrid,3.0,A través de otra persona
11,Hombre,42.0,Getafe,4.0,Estudios de Primaria/Secundaria
12,Hombre,42.0,Alcalá de Henares,4.0,Estudios de Primaria/Secundaria
13,Mujer,41.0,Alcalá de Henares,3.0,A través de otra persona
14,Hombre,42.0,Alcalá de Henares,4.0,Estudios de Primaria/Secundaria
15,Mujer,40.0,Alcalá de Henares,3.0,A través de otra persona
16,Hombre,40.0,Alcalá de Henares,5.0,Familia
17,Mujer,44.0,Alcalá de Henares,4.0,Familia
18,Mujer,78.0,Alcalá de Henares,5.0,Familia
19,Mujer,76.0,Alcalá de Henares,5.0,Familia
20,Hombre,84.0,Alcalá de Henares,5.0,Familia
21,Hombre,42.0,Manheim,4.0,Estudios Superiores
22,Mujer,42.0,Manheim,3.0,A través de otra persona
23,Hombre,42.0,Cabanillas del Campo,4.0,Estudios Superiores
24,Hombre,42.0,Tres Cantos,4.0,Estudios Superiores
25,Mujer,43.0,Tres Cantos,3.0,A través de otra persona
26,Hombre,40.0,Getafe,3.0,Aficiones comunes
27,Mujer,42.0,Cabanillas del Campo,3.0,A través de otra persona
28,Hombre,41.0,Madrid,4.0,Estudios Superiores
29,Mujer,42.0,Madrid,3.0,A través de otra persona
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
