,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,24,Chiclana,5,Estudios Superiores
1,Mujer,22,Sevilla,5,Estudios Superiores
2,Mujer,22,Sevilla,5,Estudios Superiores
3,Mujer,24,Alcalá de Guadaíra,5,Estudios Superiores
4,Hombre,23,Sevilla,5,Estudios Superiores
5,Hombre,23,Sevilla,5,Estudios Superiores
6,Hombre,22,Cádiz,5,Estudios de Primaria/Secundaria
7,Mujer,22,Huelva,5,A través de otra persona
8,Mujer,22,A Coruña,5,Estudios Superiores
9,Hombre,52,Cádiz,5,Familia
10,Mujer,58,Cádiz,5,Familia
11,Mujer,23,Cádiz,5,Familia
12,Hombre,19,Cádiz,5,Familia
13,Mujer,17,Cádiz,5,Familia
14,Hombre,22,Cádiz,4,Estudios de Primaria/Secundaria
15,Mujer,21,Cádiz,4,Estudios de Primaria/Secundaria
16,Mujer,22,Cádiz,4,Estudios de Primaria/Secundaria
17,Mujer,23,Granada,4,Estudios Superiores
18,Hombre,22,Cádiz,4,Estudios de Primaria/Secundaria
19,Hombre,22,Cádiz,5,Estudios de Primaria/Secundaria
20,Mujer,22,Cádiz,5,A través de otra persona
21,Mujer,22,Cádiz,5,A través de otra persona
22,Hombre,22,Cádiz,5,Estudios de Primaria/Secundaria
23,Mujer,22,Cádiz,5,Estudios de Primaria/Secundaria
24,Mujer,22,Cádiz,5,Estudios Superiores
25,Mujer,23,Córdoba,5,Estudios Superiores
26,Mujer,22,Cádiz,4,Estudios Superiores
27,Mujer,23,Madrid,4,Estudios Superiores
28,Mujer,23,Algeciras,4,Estudios Superiores
29,Hombre,22,Cádiz,5,Estudios de Primaria/Secundaria
