,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,33,Valencia,5,A través de otra persona
1,Mujer,56,Madrid,5,Familia
2,Hombre,68,Madrid,5,Familia
3,Mujer,24,Madrid,5,Familia
4,Mujer,49,Valencia ,3,Trabajo
5,Mujer,40,Valencia ,3,Trabajo
6,Hombre,30,Valencia,4,Trabajo
7,Hombre,30,Valencia,3,Trabajo
8,Hombre,51,Valencia ,1,Trabajo
9,Mujer,35,Valencia ,4,Vecino/a
10,Mujer,59,Valencia ,2,Trabajo
11,Mujer,49,Valencia,2,Trabajo
12,Mujer,39,Madrid,3,Vecino/a
13,Mujer,27,Sevilla ,4,Aficiones comunes
14,Mujer,28,Madrid ,4,Aficiones comunes
15,Mujer,50,Valencia ,2,Trabajo
16,Mujer,38,Valencia ,2,Trabajo
17,Mujer,26,Valencia ,3,Vecino/a
18,Hombre,31,Valencia ,3,Vecino/a
19,Mujer,66,Valencia ,2,Vecino/a
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
