,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,34,Seseña (Toledo),5,Otro
1,Mujer,26,Móstoles,3,Estudios Superiores
2,Mujer,24,Madrid,2,Estudios Superiores
3,Mujer,22,Alcalá de Henares,2,Estudios Superiores
4,Mujer,27,Plaza Castilla (Madrid),4,Estudios Superiores
5,Mujer,70,Seseña (Toledo),2,Familia
6,Hombre,67,Seseña (Toledo),1,Familia
7,Mujer,38,Francia,3,Familia
8,Hombre,36,Alcorcón (Madrid),3,Familia
9,Mujer,26,Móstoles,5,Estudios Superiores
10,Mujer,52,Seseña (Toledo),2,Aficiones comunes
11,Mujer,45,Seseña (Toledo),3,Aficiones comunes
12,Hombre,34,San Martín de la Vega,4,A través de otra persona
13,Hombre,31,Móstoles,4,A través de otra persona
14,Hombre,32,Parla,2,A través de otra persona
15,Mujer,24,Alcalá de Henares,3,Estudios Superiores
16,Hombre,23,Alcalá de Henares,3,Estudios Superiores
17,Mujer,41,Francia,2,Familia
18,Hombre,45,Madrid,3,Trabajo
19,Mujer,33,Madrid,3,Trabajo
20,Mujer,34,San Martín de la Vega,4,A través de otra persona
21,Hombre,45,Madrid,4,A través de otra persona
22,Mujer,40,Valdemoro,3,Trabajo
23,Mujer,43,Móstoles,3,A través de otra persona
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
