,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,43,VALLADOLID,4,A través de otra persona
1,Mujer,50,VALLADOLID,4,A través de otra persona
2,Mujer,49,VALLADOLID,4,A través de otra persona
3,Mujer,62,VALLADOLID,4,A través de otra persona
4,Mujer,54,SANTOVENIA DE PISUERGA,4,Otro
5,Hombre,44,VALLADOLID,4,A través de otra persona
6,Mujer,52,VALLADOLID,3,A través de otra persona
7,Mujer,52,VALLADOLID,2,A través de otra persona
8,Hombre,46,VALLADOLID,3,Otro
9,Mujer,53,VALLADOLID,4,A través de otra persona
10,Mujer,49,VALLADOLID,3,Estudios Superiores
11,Mujer,35,VALLADOLID,5,Familia
12,Mujer,48,VALLADOLID,5,Familia
13,Hombre,46,PLASENCIA,5,Familia
14,Mujer,48,BERCERO,2,A través de otra persona
15,Mujer,52,VALLADOLID,3,Estudios Superiores
16,Mujer,50,VALLADOLID,4,A través de otra persona
17,Mujer,71,VALLADOLID,5,Familia
18,Hombre,75,VALLADOLID,5,Familia
19,Hombre,49,VALLADOLID,3,A través de otra persona
20,Hombre,31,A CORUÑA,5,Familia
21,Hombre,36,PERILLO,5,Familia
22,Hombre,50,LEON,3,Otro
23,Hombre,45,PARACUELLOS DE JARAMA,5,Familia
24,Mujer,55,VALLADOLID,4,Vecino/a
25,Hombre,55,VALLADOLID,4,Vecino/a
26,Mujer,55,VALLADOLID,4,A través de otra persona
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
