,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,28.0,Extremadura,5.0,A través de otra persona
1,Mujer,60.0,Madrid,5.0,Familia
2,Hombre,74.0,Madrid,4.0,Familia
3,Mujer,30.0,Madrid,5.0,Familia
4,Mujer,22.0,Madrid,5.0,Familia
5,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
6,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
7,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
8,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
9,Hombre,37.0,Madrid,2.0,Trabajo
10,Hombre,39.0,Madrid,2.0,Trabajo
11,Hombre,42.0,Madrid,2.0,Trabajo
12,Hombre,44.0,Madrid,1.0,Trabajo
13,Hombre,32.0,Madrid,3.0,Trabajo
14,Mujer,25.0,Madrid,2.0,Trabajo
15,Mujer,26.0,Madrid,2.0,Trabajo
16,Hombre,45.0,Madrid,4.0,Familia
17,Hombre,34.0,Madrid,3.0,Familia
18,Hombre,12.0,Madrid,4.0,Familia
19,Mujer,44.0,Extremadura ,3.0,Familia
20,Mujer,38.0,Extremadura ,3.0,Familia
21,Hombre,74.0,Extremadura ,2.0,Familia
22,Hombre,46.0,Extremadura ,3.0,Familia
23,Hombre,68.0,Extremadura ,3.0,Familia
24,Hombre,26.0,Madrid,2.0,Estudios Superiores
25,Hombre,28.0,Madrid,2.0,Estudios Superiores
26,Hombre,26.0,Madrid ,2.0,Estudios Superiores
27,Hombre,26.0,Madrid,1.0,Estudios Superiores
28,Mujer,27.0,Madrid,1.0,Estudios Superiores
29,Hombre,26.0,Madrid,2.0,Estudios Superiores
