,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,41.0,sevilla,4.0,Trabajo
1,Mujer,45.0,sevilla,3.0,Trabajo
2,Mujer,45.0,sevilla,3.0,Trabajo
3,Mujer,50.0,sevilla,3.0,Trabajo
4,Mujer,45.0,sevilla,3.0,Trabajo
5,Mujer,45.0,sevilla,4.0,Trabajo
6,Hombre,50.0,sevilla,5.0,Familia
7,Mujer,46.0,sevilla,3.0,Trabajo
8,Mujer,47.0,sevilla,4.0,Familia
9,Mujer,47.0,sevilla,2.0,Familia
10,Mujer,47.0,sevilla,3.0,Familia
11,Mujer,43.0,sevilla,2.0,Familia
12,Hombre,45.0,sevilla,4.0,Familia
13,Hombre,48.0,sevilla,4.0,Familia
14,Mujer,51.0,sevilla,3.0,Trabajo
15,Mujer,45.0,sevilla,3.0,Trabajo
16,Mujer,41.0,sevilla,2.0,Familia
17,Mujer,41.0,sevilla,2.0,Familia
18,Mujer,41.0,sevilla,2.0,Familia
19,Mujer,41.0,sevilla,2.0,Familia
20,Hombre,67.0,sevilla,3.0,Familia
21,Mujer,67.0,sevilla,3.0,Familia
22,Mujer,47.0,sevilla,2.0,Trabajo
23,Mujer,41.0,sevilla,2.0,Familia
24,Mujer,16.0,sevilla,4.0,Familia
25,Hombre,7.0,sevilla,4.0,Familia
26,Mujer,70.0,sevilla,5.0,Familia
27,Hombre,70.0,sevilla,5.0,Familia
28,Mujer,30.0,sevilla,2.0,Trabajo
29,Mujer,35.0,sevilla,2.0,Trabajo
30,Mujer,39.0,sevilla,2.0,Trabajo
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
