,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,22.0,Madrid,2.0,Estudios de Primaria/Secundaria
1,Hombre,22.0,Madrid,5.0,Estudios de Primaria/Secundaria
2,Hombre,22.0,Madrid,5.0,Estudios de Primaria/Secundaria
3,Hombre,21.0,Madrid,5.0,Estudios de Primaria/Secundaria
4,Hombre,22.0,Madrid,5.0,Estudios de Primaria/Secundaria
5,Hombre,22.0,Madrid ,3.0,A través de otra persona
6,Hombre,22.0,Barcelona,5.0,A través de otra persona
7,Mujer,21.0,Madrid,5.0,Estudios Superiores
8,Mujer,19.0,Madrid,4.0,A través de otra persona
9,Mujer,22.0,Madrid,4.0,Vecino/a
10,Hombre,22.0,Madrid,5.0,Estudios de Primaria/Secundaria
11,Hombre,22.0,Madrid,4.0,Estudios de Primaria/Secundaria
12,Hombre,21.0,Madrid,3.0,Estudios de Primaria/Secundaria
13,Hombre,35.0,Madrid,3.0,Aficiones comunes
14,Hombre,22.0,Madrid,3.0,A través de otra persona
15,Hombre,22.0,Madrid,5.0,A través de otra persona
16,Mujer,20.0,Madrid,4.0,Familia
17,Mujer,18.0,Madrid,4.0,Familia
18,Hombre,16.0,Madrid,3.0,Familia
19,Hombre,14.0,Madrid,5.0,Familia
20,Hombre,24.0,Granada,3.0,Familia
21,Hombre,21.0,Madrid,4.0,Familia
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
