,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,25.0,Madrid,5.0,Estudios de Primaria/Secundaria
1,Hombre,24.0,Madrid,5.0,A través de otra persona
2,Mujer,24.0,Madrid,5.0,Estudios de Primaria/Secundaria
3,Mujer,24.0,Madrid,5.0,Estudios de Primaria/Secundaria
4,Hombre,25.0,Madrid,5.0,Estudios Superiores
5,Mujer,24.0,Madrid,5.0,Estudios Superiores
6,Hombre,25.0,Madrid,3.0,Vecino/a
7,Mujer,25.0,Madrid,4.0,Estudios de Primaria/Secundaria
8,Mujer,25.0,Madrid,5.0,Otro
9,Mujer,25.0,Madrid,4.0,Estudios Superiores
10,Hombre,25.0,Madrid,2.0,Trabajo
11,Mujer,25.0,Madrid,4.0,Vecino/a
12,Mujer,24.0,Madrid,3.0,Estudios de Primaria/Secundaria
13,Mujer,58.0,Madrid,5.0,Familia
14,Mujer,24.0,Madrid,4.0,Estudios Superiores
15,Mujer,24.0,Madrid,4.0,Estudios de Primaria/Secundaria
16,Mujer,24.0,Madrid,3.0,Otro
17,Hombre,60.0,Madrid,5.0,Familia
18,Hombre,19.0,Cuenca,3.0,Familia
19,Mujer,25.0,Madrid,1.0,Estudios de Primaria/Secundaria
20,Hombre,24.0,Cuenca,3.0,Otro
21,Mujer,25.0,Londres,3.0,Estudios de Primaria/Secundaria
22,Mujer,25.0,Madrid,2.0,Estudios de Primaria/Secundaria
23,Mujer,22.0,Madrid,3.0,Familia
24,Mujer,41.0,Sacramento,4.0,Familia
25,Mujer,69.0,Madrid,4.0,Familia
26,Mujer,25.0,Madrid,4.0,Estudios de Primaria/Secundaria
27,Mujer,26.0,Madrid,2.0,Trabajo
28,Mujer,25.0,Madrid,5.0,Estudios de Primaria/Secundaria
29,Mujer,25.0,Madrid,3.0,Vecino/a
