,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,23,badajoz,5,Estudios Superiores
1,Mujer,23,madrid,4,Estudios Superiores
2,Mujer,23,madrid,3,Otro
3,Mujer,22,madrid,5,Estudios Superiores
4,Hombre,23,madrid,4,Otro
5,Hombre,23,madrid,4,A través de otra persona
6,Hombre,23,madrid,4,A través de otra persona
7,Mujer,23,madrid,3,A través de otra persona
8,Hombre,23,madrid,3,Estudios Superiores
9,Hombre,23,madrid,3,A través de otra persona
10,Hombre,22,cantabria,3,A través de otra persona
11,Mujer,19,madrid,5,Familia
12,Hombre,26,alicante,3,Trabajo
13,Hombre,23,madrid,4,Estudios de Primaria/Secundaria
14,Mujer,23,madrid,5,Estudios de Primaria/Secundaria
15,Hombre,27,caceres,3,Trabajo
16,Mujer,20,madrid,4,Otro
17,Hombre,23,madrid,5,A través de otra persona
18,Mujer,22,madrid,4,Estudios de Primaria/Secundaria
19,Mujer,23,madrid,3,A través de otra persona
20,Mujer,23,madrid,4,Otro
21,Hombre,23,madrid,3,Otro
22,Hombre,23,caceres,4,Otro
23,Mujer,23,madrid,4,Vecino/a
24,Hombre,21,madrid,3,Otro
25,Hombre,22,caceres,4,Otro
26,Mujer,21,madrid,4,Otro
27,Mujer,22,madrid,2,Trabajo
28,Hombre,22,madrid,3,Estudios de Primaria/Secundaria
29,Hombre,23,madrid,3,Estudios Superiores
30,Hombre,23,madrid,4,Estudios Superiores
31,Mujer,22,madrid,3,Estudios Superiores
32,Hombre,23,madrid,3,Estudios Superiores
33,Hombre,23,madrid,2,Estudios Superiores
34,Mujer,45,madrid,3,Trabajo
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
