,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,50.0,Sevilla,5.0,Estudios Superiores
1,Mujer,58.0,Huelva,5.0,Familia
2,Hombre,60.0,Huelva,5.0,Familia
3,Hombre,33.0,Sevilla,5.0,Familia
4,Mujer,32.0,Sevilla ,5.0,A través de otra persona
5,Mujer,56.0,Huelva,5.0,A través de otra persona
6,Hombre,45.0,Sevilla,5.0,Vecino/a
7,Mujer,42.0,Sevilla,5.0,Vecino/a
8,Mujer,51.0,Sevilla ,4.0,Vecino/a
9,Hombre,50.0,Sevilla,5.0,Vecino/a
10,Hombre,47.0,Sevilla,5.0,Vecino/a
11,Mujer,48.0,Sevilla,5.0,Vecino/a
12,Hombre,65.0,Huelva ,5.0,Familia
13,Mujer,23.0,Huelva ,5.0,Familia
14,Hombre,82.0,Sevilla ,5.0,Trabajo
15,Mujer,12.0,Sevilla ,5.0,Familia
16,Hombre,7.0,Sevilla,5.0,Familia
17,Hombre,38.0, China,5.0,Familia
18,Hombre,53.0,Sevilla ,3.0,Trabajo
19,Hombre,14.0,Sevilla ,5.0,Familia
20,Hombre,52.0,Huelva,5.0,Estudios Superiores
21,Mujer,52.0,Huelva,5.0,Estudios Superiores
22,Hombre,50.0,Huelva,5.0,Estudios de Primaria/Secundaria
23,Hombre,50.0,Huelva,5.0,Estudios de Primaria/Secundaria
24,Hombre,50.0,Huelva ,5.0,Estudios de Primaria/Secundaria
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
