,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,48,Madrid ,3,Trabajo
1,Hombre,44,Madrid ,4,Otro
2,Hombre,50,Madrid ,3,A través de otra persona
3,Hombre,42,Madrid ,4,Otro
4,Hombre,46,Madrid ,3,Trabajo
5,Hombre,43,Alemania ,5,Aficiones comunes
6,Mujer,32,Medellin ,5,Familia
7,Hombre,34,Madrid ,2,Trabajo
8,Mujer,36,Valencia ,4,Trabajo
9,Hombre,40,Bélgica ,4,Estudios Superiores
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
