,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,35.0,Madrid,5.0,Estudios de Primaria/Secundaria
1,Mujer,35.0,San Pedro del Pinatar (Murcia),5.0,Vecino/a
2,Mujer,32.0,Melbourne (Australia),4.0,Otro
3,Mujer,35.0,Califronia (EEUU),4.0,Otro
4,Mujer,37.0,Madrid,4.0,Aficiones comunes
5,Hombre,40.0,Madrid,4.0,A través de otra persona
6,Hombre,34.0,Madrid,5.0,Estudios Superiores
7,Hombre,36.0,Mostoles (madrid),5.0,Estudios Superiores
8,Mujer,30.0,Townsville (Australia),4.0,Trabajo
9,Mujer,55.0,Sydney (Australia),4.0,Otro
10,Mujer,28.0,Byron Bay (Australia),4.0,Otro
11,Hombre,32.0,Madrid,3.0,Familia
12,Hombre,40.0,Murcia,4.0,Familia
13,Mujer,61.0,Madrid,5.0,Familia
14,Hombre,73.0,Madrid,3.0,Familia
15,Hombre,40.0,Bilbao,3.0,Estudios Superiores
16,Mujer,25.0,Sydney (Australia),4.0,Otro
17,Mujer,34.0,Cataluña,4.0,Otro
18,Mujer,30.0,Sydney (Australia),3.0,Otro
19,Mujer,52.0,Madrid,3.0,Aficiones comunes
20,Hombre,30.0,Madrid,3.0,Aficiones comunes
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
