,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,22,Madrid,3,Vecino/a
1,Hombre,22,Madrid,2,Trabajo
2,Hombre,23,Madrid,3,Estudios Superiores
3,Mujer,24,Madrid,2,A través de otra persona
4,Mujer,50,Madrid,2,Aficiones comunes
5,Mujer,45,Madrid,2,Trabajo
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
