,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,37,Madrid ,5,Otro
1,Mujer,70,Ciudad real ,3,Familia
2,Hombre,51,Navalcarnero,2,Aficiones comunes
3,Mujer,37,Navalcarnero ,2,A través de otra persona
4,Mujer,70,Ciudad real ,3,Familia
5,Mujer,77,Ciudad real ,3,Familia
6,Hombre,37,Ciudad real ,3,Familia
7,Hombre,55,Santa Cruz ,3,Familia
8,Mujer,45,Santa Cruz ,4,Familia
9,Hombre,65,Madrid ,2,Trabajo
10,Hombre,55,Madrid ,2,Trabajo
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
