,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,60.0,Madrid ,5.0,Familia
1,Mujer,25.0,Barcelona,5.0,Familia
2,Mujer,22.0,Cordoba,5.0,Familia
3,Mujer,59.0,Cordoba,5.0,Familia
4,Mujer,21.0,Córdoba ,4.0,Estudios de Primaria/Secundaria
5,Mujer,21.0,Zaragoza,5.0,Estudios de Primaria/Secundaria
6,Mujer,21.0,Sevilla ,5.0,Estudios de Primaria/Secundaria
7,Mujer,21.0,Córdoba ,3.0,Estudios de Primaria/Secundaria
8,Hombre,21.0,Sevilla,3.0,Estudios de Primaria/Secundaria
9,Hombre,21.0,Madrid,4.0,Otro
10,Hombre,21.0,Córdoba ,2.0,A través de otra persona
11,Hombre,21.0,Córdoba ,3.0,A través de otra persona
12,Mujer,20.0,Jaén ,5.0,Otro
13,Mujer,23.0,Madrid,5.0,Otro
14,Mujer,20.0,Madrid,5.0,A través de otra persona
15,Mujer,21.0,Sevilla,3.0,A través de otra persona
16,Mujer,21.0,Asturias,4.0,Estudios Superiores
17,Mujer,18.0,Córdoba ,2.0,Familia
18,Hombre,21.0,Córdoba ,4.0,Familia
19,Hombre,22.0,Córdoba ,3.0,Familia
20,Mujer,30.0,Madrid,4.0,Familia
21,Mujer,21.0,Madrid,5.0,Estudios Superiores
22,Mujer,21.0,Zaragoza ,4.0,Estudios Superiores
23,Mujer,21.0,Canarias ,3.0,Estudios Superiores
24,Mujer,21.0,Canarias,3.0,Estudios Superiores
25,Hombre,21.0,Madrid,3.0,Estudios Superiores
26,Mujer,22.0,Córdoba ,4.0,Estudios de Primaria/Secundaria
27,Hombre,21.0,Córdoba ,2.0,A través de otra persona
28,Mujer,22.0,Galicia ,4.0,A través de otra persona
29,Mujer,22.0,Córdoba ,4.0,A través de otra persona
