,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,40.0,Latam,5.0,Aficiones comunes
1,Hombre,36.0,Norteamerica,4.0,Estudios Superiores
2,Mujer,36.0,Norteamerica,4.0,Estudios Superiores
3,Hombre,32.0,Latam,2.0,Aficiones comunes
4,Mujer,61.0,Latam,5.0,Familia
5,Hombre,32.0,Centroamerica,3.0,Estudios Superiores
6,Hombre,28.0,Latam,5.0,Familia
7,,,,,
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
