,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,21.0,Holanda,5.0,Estudios Superiores
1,Mujer,21.0,Holanda,5.0,Estudios Superiores
2,Mujer,21.0,Gijón,5.0,Estudios Superiores
3,Mujer,21.0,Madrid,5.0,Estudios Superiores
4,Mujer,21.0,Madrid,5.0,Estudios Superiores
5,Mujer,20.0,Madrid,4.0,Estudios de Primaria/Secundaria
6,Mujer,20.0,Madrid,3.0,Estudios de Primaria/Secundaria
7,Hombre,20.0,Madrid,5.0,Estudios de Primaria/Secundaria
8,Hombre,21.0,Madrid,4.0,Estudios de Primaria/Secundaria
9,Hombre,20.0,Madrid,2.0,Estudios de Primaria/Secundaria
10,Hombre,22.0,Madrid,4.0,Estudios Superiores
11,Hombre,21.0,Burgos,5.0,Estudios Superiores
12,Hombre,21.0,Pamplona,3.0,Estudios Superiores
13,Hombre,21.0,Burgos,3.0,Estudios Superiores
14,Mujer,20.0,Madrid,5.0,Estudios Superiores
15,Mujer,21.0,Argentina,5.0,Estudios Superiores
16,Hombre,21.0,Madrid,4.0,Estudios Superiores
17,Hombre,21.0,Madrid,4.0,Estudios Superiores
18,Mujer,20.0,Madrid,3.0,Estudios Superiores
19,Mujer,20.0,Madrid,2.0,Estudios Superiores
20,Mujer,18.0,Madrid,5.0,Familia
21,Mujer,15.0,Madrid,5.0,Familia
22,Hombre,23.0,Madrid,5.0,Familia
23,Hombre,21.0,Madrid,5.0,Familia
24,Hombre,23.0,Madrid,4.0,A través de otra persona
25,Hombre,19.0,Madrid,5.0,Familia
26,Mujer,22.0,Bilbao,4.0,Estudios Superiores
27,Mujer,21.0,Valencia,3.0,Estudios Superiores
28,Mujer,21.0,Madrid,3.0,Estudios Superiores
29,Hombre,22.0,Valencia,3.0,Estudios Superiores
30,Hombre,21.0,León,3.0,Estudios Superiores
31,Mujer,21.0,Madrid,5.0,Estudios Superiores
32,Mujer,21.0,Madrid,5.0,Estudios Superiores
33,Mujer,21.0,Madrid,5.0,Estudios Superiores
34,Hombre,21.0,Valencia,4.0,Estudios Superiores
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
