,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,35,VALENCIA,5,Aficiones comunes
1,Mujer,32,MADRID,5,Estudios de Primaria/Secundaria
2,Hombre,34,BIAR,2,Trabajo
3,Hombre,35,ALBACETE,2,Trabajo
4,Hombre,33,MADRID,3,Estudios de Primaria/Secundaria
5,Hombre,33,MADRID,3,Estudios de Primaria/Secundaria
6,Hombre,43,ALBACETE,3,Familia
7,Hombre,33,ALBACETE,3,Estudios de Primaria/Secundaria
8,Mujer,30,ALBACETE,3,A través de otra persona
9,Mujer,32,MADRID,3,A través de otra persona
10,Hombre,35,HUELVA,2,Trabajo
11,Hombre,70,ALBACETE,5,Familia
12,Mujer,68,ALBACETE,5,Familia
13,Mujer,45,ALBACETE,3,Familia
14,Hombre,35,BILBAO,3,Aficiones comunes
15,Hombre,35,VALENCIA,3,Familia
16,Mujer,32,VALENCIA,3,Estudios Superiores
17,Hombre,33,VALENCIA,3,Estudios Superiores
18,Hombre,65,VALENCIA,3,A través de otra persona
19,Mujer,65,VALENCIA,3,A través de otra persona
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
