,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,29.0,Madrid ,4.0,A través de otra persona
1,Hombre,25.0,Madrid,5.0,Familia
2,Mujer,27.0,Toledo,3.0,A través de otra persona
3,Mujer,25.0,Ciudad real,5.0,Familia
4,Mujer,29.0,Madrid,4.0,Familia
5,Hombre,30.0,Madrid,3.0,Estudios Superiores
6,Hombre,31.0,Algeciras ,3.0,Familia
7,Mujer,30.0,Canarias ,4.0,Estudios Superiores
8,Mujer,30.0,Madrid,3.0,Estudios Superiores
9,Hombre,31.0,Galicia,3.0,Estudios Superiores
10,Hombre,33.0,Madrid,4.0,Estudios Superiores
11,Mujer,33.0,Madrid,2.0,Estudios Superiores
12,Mujer,30.0,Madrid,2.0,Estudios Superiores
13,Hombre,34.0,Londres,3.0,Familia
14,Hombre,19.0,Albacete,2.0,Familia
15,Hombre,29.0,Madrid,2.0,Familia
16,Hombre,35.0,Toledo,3.0,Familia
17,Mujer,31.0,Madrid,3.0,Estudios Superiores
18,Mujer,30.0,Madrid,3.0,Estudios Superiores
19,Hombre,25.0,Madrid,3.0,Otro
20,Mujer,24.0,Madrid,2.0,Otro
21,Mujer,56.0,Madrid,4.0,Familia
22,Hombre,55.0,Madrid ,3.0,Familia
23,Hombre,38.0,Madrid,1.0,Otro
24,Mujer,20.0,Toledo,3.0,Otro
25,Mujer,19.0,Toledo,2.0,Otro
26,Mujer,53.0,Madrid,3.0,Familia
27,Hombre,53.0,Madrid,4.0,Familia
28,Mujer,35.0,Toledo,3.0,Familia
29,Mujer,85.0,Madrid,4.0,Familia
30,Hombre,60.0,Madrid,3.0,Familia
31,Mujer,34.0,Toledo,3.0,Familia
32,Hombre,30.0,Madrid,4.0,Otro
33,Mujer,30.0,Madrid,2.0,Otro
34,Hombre,23.0,Toledo,2.0,Otro
35,Mujer,23.0,Toledo,3.0,Aficiones comunes
36,Mujer,32.0,Toledo,1.0,Otro
37,Mujer,65.0,Madrid,3.0,Vecino/a
38,Hombre,67.0,Madrid ,3.0,Vecino/a
39,Mujer,30.0,Madrid,2.0,Aficiones comunes
40,Hombre,24.0,Madrid,2.0,Vecino/a
41,Hombre,26.0,Madrid,1.0,Vecino/a
42,Mujer,23.0,Madrid,2.0,Familia
43,Mujer,28.0,Madrid,2.0,A través de otra persona
44,Hombre,29.0,Madrid,3.0,Trabajo
