,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,32.0,Málaga,2.0,Trabajo
1,Mujer,37.0,Málaga,2.0,Trabajo
2,Mujer,35.0,Málaga,2.0,Trabajo
3,Mujer,32.0,Málaga,2.0,Trabajo
4,Mujer,50.0,Málaga,2.0,Trabajo
5,Mujer,37.0,Málaga,5.0,Estudios de Primaria/Secundaria
6,Mujer,37.0,Málaga,5.0,Estudios de Primaria/Secundaria
7,Mujer,35.0,Málaga,4.0,Trabajo
8,Mujer,37.0,Málaga,4.0,Estudios de Primaria/Secundaria
9,Mujer,33.0,Málaga,5.0,A través de otra persona
10,Mujer,37.0,Lugo,3.0,A través de otra persona
11,Hombre,38.0,Málaga,5.0,A través de otra persona
12,Hombre,42.0,Málaga,2.0,A través de otra persona
13,Mujer,32.0,Málaga,3.0,A través de otra persona
14,Hombre,38.0,León,4.0,Otro
15,Hombre,26.0,Málaga,1.0,A través de otra persona
16,Hombre,39.0,León,4.0,Otro
17,Hombre,40.0,León,4.0,Otro
18,Hombre,44.0,Málaga,3.0,Estudios de Primaria/Secundaria
19,Mujer,30.0,Málaga,5.0,Trabajo
20,Mujer,30.0,Málaga,5.0,A través de otra persona
21,Mujer,26.0,Jaén,3.0,A través de otra persona
22,Mujer,41.0,Málaga,5.0,A través de otra persona
23,Hombre,43.0,Málaga,5.0,Familia
24,Mujer,37.0,Málaga,3.0,Estudios de Primaria/Secundaria
25,Mujer,37.0,Madrid,5.0,Otro
26,Mujer,28.0,Málaga,4.0,Trabajo
27,Hombre,39.0,Málaga,5.0,Trabajo
28,Hombre,63.0,Málaga,4.0,Trabajo
29,Mujer,36.0,Madrid,5.0,Otro
