,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,57.0,Rivas Vaciamadrid,5.0,Familia
1,Mujer,60.0,Rivas Vaciamadrid,5.0,Familia
2,Hombre,21.0,Albacete,5.0,Estudios Superiores
3,Hombre,21.0,Badajoz,4.0,Estudios Superiores
4,Hombre,21.0,Soria,4.0,A través de otra persona
5,Hombre,21.0,Madrid,4.0,Estudios Superiores
6,Hombre,25.0,Salamanca,2.0,Trabajo
7,Hombre,25.0,Salamanca,2.0,Trabajo
8,Mujer,22.0,Madrid,5.0,Estudios de Primaria/Secundaria
9,Mujer,22.0,Rivas Vaciamadrid,2.0,Estudios de Primaria/Secundaria
10,Mujer,22.0,Madrid,4.0,Estudios Superiores
11,Mujer,22.0,Madrid,3.0,Estudios Superiores
12,Mujer,24.0,Alemania,3.0,Aficiones comunes
13,Mujer,21.0,Alemania,3.0,Aficiones comunes
14,Mujer,22.0,Francia,3.0,Aficiones comunes
15,Mujer,24.0,Alemania,3.0,Aficiones comunes
16,Mujer,22.0,Rivas Vaciamadrid,2.0,Estudios de Primaria/Secundaria
17,Mujer,22.0,Rivas Vaciamadrid,2.0,Estudios de Primaria/Secundaria
18,Hombre,21.0,Rivas Vaciamadrid,2.0,Estudios de Primaria/Secundaria
19,Hombre,31.0,Madrid,4.0,Familia
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
