,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,59,Madrid,5,Familia
1,Hombre,60,Madrid,5,Familia
2,Mujer,25,Madrid,5,Familia
3,Hombre,27,Madrid,5,Familia
4,Mujer,21,Madrid,4,A través de otra persona
5,Mujer,22,Madrid,5,Familia
6,Mujer,23,Madrid,3,A través de otra persona
7,Mujer,21,Madrid,2,A través de otra persona
8,Mujer,24,Madrid,2,A través de otra persona
9,Mujer,20,Madrid,2,Estudios de Primaria/Secundaria
10,Mujer,22,Madrid,3,Estudios Superiores
11,Mujer,20,Madrid,4,Estudios Superiores
12,Mujer,20,Madrid,5,Familia
13,Mujer,21,Madrid,3,Estudios Superiores
14,Mujer,21,Madrid,5,Estudios Superiores
15,Mujer,20,Madrid,3,Estudios Superiores
16,Mujer,22,Madrid,4,Estudios Superiores
17,Mujer,21,Madrid,4,Estudios Superiores
18,Mujer,22,Madrid,4,Estudios Superiores
19,Mujer,21,Madrid,3,Estudios Superiores
20,Mujer,21,Madrid,2,Estudios de Primaria/Secundaria
21,Mujer,21,Madrid,3,Estudios Superiores
22,Mujer,21,Madrid,4,Estudios Superiores
23,Mujer,21,Madrid,4,Estudios Superiores
24,Mujer,21,Madrid,2,Estudios Superiores
25,Mujer,21,Madrid,2,Estudios Superiores
26,Mujer,21,Barcelona,3,Estudios de Primaria/Secundaria
27,Mujer,21,Madrid,4,Estudios de Primaria/Secundaria
28,Mujer,20,Madrid,1,Estudios de Primaria/Secundaria
29,Mujer,20,Madrid,2,Estudios de Primaria/Secundaria
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
