,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,22,MADRID,2,Estudios de Primaria/Secundaria
1,Hombre,22,Toledo,5,Estudios de Primaria/Secundaria
2,Hombre,26,TOLEDO,5,Familia
3,Hombre,21,Galicia,3,Aficiones comunes
4,Hombre,22,Segovia ,3,Estudios Superiores
5,Hombre,22,MADRID ,2,Estudios Superiores
6,Hombre,22,País Vasco ,2,Estudios Superiores
7,Mujer,22,TOLEDO,4,Estudios de Primaria/Secundaria
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
