,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,22.0,Madrid,3.0,Trabajo
1,Hombre,22.0,Toledo,5.0,Otro
2,Mujer,59.0,Valencia,5.0,Familia
3,Hombre,57.0,Valencia,5.0,Familia
4,Hombre,25.0,Valencia,5.0,Familia
5,Mujer,22.0,Valencia ,4.0,Estudios Superiores
6,Mujer,21.0,Valencia ,4.0,Estudios Superiores
7,Mujer,22.0,Madrid,3.0,Estudios Superiores
8,Mujer,18.0,Valencia,3.0,Familia
9,Hombre,64.0,Portugal,2.0,Familia
10,Hombre,27.0,Madrid,4.0,Trabajo
11,Hombre,22.0,Madrid,3.0,Estudios Superiores
12,Mujer,22.0,Yepes,3.0,Estudios Superiores
13,Mujer,22.0,Madrid,4.0,Estudios Superiores
14,Mujer,21.0,Madrid,2.0,Estudios Superiores
15,Mujer,22.0,Madrid,4.0,Estudios Superiores
16,Hombre,22.0,Madrid,2.0,Estudios Superiores
17,Mujer,22.0,Valencia,3.0,Aficiones comunes
18,Mujer,21.0,Valencia ,3.0,Aficiones comunes
19,Mujer,84.0,Valencia,4.0,Familia
20,Mujer,21.0,Valencia,3.0,Estudios Superiores
21,Mujer,25.0,Madrid,3.0,Aficiones comunes
22,Mujer,23.0,Madrid,3.0,Aficiones comunes
23,Mujer,60.0,Valencia,3.0,Familia
24,Hombre,13.0,Valencia,4.0,Familia
25,Mujer,20.0,Valencia,3.0,Familia
26,Hombre,22.0,Madrid,2.0,Estudios Superiores
27,Mujer,22.0,Valencia,3.0,Estudios de Primaria/Secundaria
28,Mujer,21.0,Valencia,3.0,Estudios de Primaria/Secundaria
29,Hombre,24.0,Madrid,1.0,Estudios Superiores
