,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,28,Madrid,5,A través de otra persona
1,Mujer,19,Madrid,5,Familia
2,Mujer,59,Madrid,5,Familia
3,Hombre,59,Madrid,5,Familia
4,Mujer,96,Madrid,5,Familia
5,Hombre,26,Madrid,5,A través de otra persona
6,Mujer,26,Madrid,5,Estudios Superiores
7,Hombre,27,Valencia,5,Trabajo
8,Mujer,23,Madrid,4,Trabajo
9,Mujer,30,Madrid,4,Trabajo
10,Hombre,25,Madrid,4,Trabajo
11,Mujer,26,México,4,Trabajo
12,Hombre,32,Madrid,4,Trabajo
13,Hombre,26,Madrid,4,Trabajo
14,Hombre,27,Madrid,4,Trabajo
15,Mujer,28,Madrid,3,A través de otra persona
16,Hombre,27,Madrid,3,Estudios de Primaria/Secundaria
17,Mujer,27,Irlanda,3,Estudios Superiores
18,Mujer,30,Albacete,4,Estudios Superiores
19,Mujer,26,Burgos,3,A través de otra persona
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
