,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,49,Lisboa,4,Otro
1,Hombre,56,Lisboa,3,A través de otra persona
2,Mujer,60,Lisboa,3,A través de otra persona
3,Mujer,65,Lisboa,2,A través de otra persona
4,Mujer,47,Lisboa,3,Otro
5,Mujer,35,Lisboa,2,Aficiones comunes
6,Mujer,27,Australia,1,Trabajo
7,Mujer,36,Lisboa,2,Aficiones comunes
8,Hombre,33,Lisboa,2,Aficiones comunes
9,Hombre,21,Lisboa,2,Aficiones comunes
10,Mujer,26,Lisboa,3,Aficiones comunes
11,Hombre,44,Lisboa,2,Aficiones comunes
12,Mujer,40,Lisboa,2,Aficiones comunes
13,Mujer,27,Lisboa,1,Aficiones comunes
14,Mujer,65,Madrid,4,Aficiones comunes
15,Mujer,65,Madrid,3,Familia
16,Mujer,67,Madrid,3,Familia
17,Mujer,68,Madrid,2,Familia
18,Hombre,62,Madrid,3,Familia
19,Hombre,80,Lisboa,1,Trabajo
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
