,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,44.0,Argentina ,5.0,Familia
1,Hombre,49.0,Argentina ,5.0,Familia
2,Hombre,23.0,Argentina ,5.0,Familia
3,Mujer,45.0,Argentina ,3.0,A través de otra persona
4,Mujer,23.0,Argentina ,4.0,Familia
5,Mujer,23.0,Argentina ,3.0,Estudios de Primaria/Secundaria
6,Hombre,79.0,Argentina ,4.0,Familia
7,Mujer,37.0,Argentina ,2.0,A través de otra persona
8,,,,,
9,,,,,
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
