,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,27,Alcorcon,5,Estudios de Primaria/Secundaria
1,Mujer,27,Leganes,5,Estudios de Primaria/Secundaria
2,Mujer,27,Leganes,5,Estudios de Primaria/Secundaria
3,Mujer,27,Leganes,5,Estudios de Primaria/Secundaria
4,Mujer,27,Leganes,5,Estudios de Primaria/Secundaria
5,Hombre,28,Getafe,5,Aficiones comunes
6,Hombre,28,Madrid,3,A través de otra persona
7,Hombre,27,27,2,A través de otra persona
8,Hombre,28,Leganes,2,A través de otra persona
9,Hombre,27,Leganes,3,A través de otra persona
10,Hombre,27,Leganes,2,A través de otra persona
11,Hombre,28,Madrid,4,Aficiones comunes
12,Hombre,28,Madrid,4,Aficiones comunes
13,Hombre,29,Madrid,4,Aficiones comunes
14,Mujer,28,Madrid,4,Aficiones comunes
15,Mujer,30,Madrid,4,Aficiones comunes
16,Mujer,29,Madrid,4,Aficiones comunes
17,Mujer,42,Vicalvaro,2,Trabajo
18,Hombre,35,Alcala de Henares,3,Trabajo
19,Hombre,38,Madrid,3,Trabajo
20,Mujer,32,Madrid,3,Trabajo
21,Mujer,27,Madrid,3,Trabajo
22,Hombre,27,Madrid,3,Trabajo
23,Hombre,28,Getafe,2,A través de otra persona
24,Hombre,28,Getafe,2,A través de otra persona
25,Hombre,29,Getafe,2,A través de otra persona
26,Hombre,28,Getafe,2,A través de otra persona
27,Mujer,25,Getafe,2,A través de otra persona
28,Mujer,27,Madrid,4,Estudios de Primaria/Secundaria
29,Mujer,27,Leganes,3,A través de otra persona
