,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,23.0,Madrid,3.0,Estudios Superiores
1,Mujer,24.0,Madrid,3.0,Estudios Superiores
2,Mujer,24.0,Madrid,5.0,Estudios Superiores
3,Mujer,23.0,Madrid,5.0,Estudios de Primaria/Secundaria
4,Hombre,25.0,Madrid,4.0,Estudios de Primaria/Secundaria
5,Hombre,24.0,Madrid,1.0,Otro
6,Hombre,25.0,Madrid,1.0,Otro
7,Mujer,30.0,Madrid,5.0,Familia
8,Mujer,63.0,Madrid,5.0,Familia
9,Hombre,58.0,Madrid,3.0,Familia
10,Mujer,26.0,Madrid,3.0,Estudios de Primaria/Secundaria
11,Hombre,50.0,Madrid,1.0,Trabajo
12,Hombre,45.0,Madrid,1.0,Trabajo
13,Hombre,45.0,Madrid,2.0,Trabajo
14,Mujer,30.0,Santander,2.0,Trabajo
15,Mujer,35.0,Santander,2.0,Trabajo
16,Hombre,46.0,Madrid,1.0,Trabajo
17,Mujer,30.0,Madrid,1.0,Trabajo
18,Mujer,24.0,Madrid,3.0,Estudios Superiores
19,Hombre,17.0,Madrid,1.0,Aficiones comunes
20,Mujer,25.0,Madrid,1.0,Aficiones comunes
21,Mujer,25.0,Madrid,1.0,Aficiones comunes
22,Mujer,27.0,Madrid,3.0,Trabajo
23,Hombre,24.0,Madrid,1.0,Aficiones comunes
24,Hombre,30.0,Soria,2.0,A través de otra persona
25,Hombre,23.0,Madrid,3.0,Estudios de Primaria/Secundaria
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
