,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,38.0,Puente genil,5.0,Aficiones comunes
1,Mujer,35.0,Puente genil,5.0,Familia
2,Mujer,60.0,Puente genil,5.0,Familia
3,Hombre,65.0,Puente genil,5.0,Familia
4,Mujer,42.0,Puente genil,5.0,Familia
5,Hombre,45.0,Puente genil,5.0,Familia
6,Hombre,50.0,Puente genil,5.0,Familia
7,Mujer,50.0,Puente genil,4.0,Familia
8,Mujer,27.0,Puente genil,5.0,A través de otra persona
9,Mujer,46.0,Lora de estepa,4.0,Trabajo
10,Mujer,58.0,Estepa,5.0,Trabajo
11,Hombre,50.0,Estepa,5.0,Trabajo
12,Mujer,54.0,Lora de estepa,4.0,Trabajo
13,Hombre,43.0,Lora de estepa,4.0,Trabajo
14,Mujer,43.0,Lora de estepa,5.0,Trabajo
15,Hombre,56.0,Lora de estepa,4.0,Trabajo
16,Hombre,62.0,Gilena,4.0,Trabajo
17,Mujer,64.0,El rubio,3.0,Trabajo
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
