,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,21.0,"España,Madrid",5.0,Otro
1,Mujer,19.0,"España, Madrid",5.0,Familia
2,Mujer,20.0,España,4.0,Estudios Superiores
3,Mujer,20.0,España,4.0,Estudios Superiores
4,Hombre,15.0,Colombia,5.0,Familia
5,Mujer,19.0,Colombia,4.0,Estudios de Primaria/Secundaria
6,Mujer,19.0,Colombia,4.0,Estudios de Primaria/Secundaria
7,Mujer,20.0,España,4.0,Estudios Superiores
8,Mujer,20.0,España,5.0,Estudios de Primaria/Secundaria
9,Mujer,31.0,España,4.0,Familia
10,,,,,
11,,,,,
12,,,,,
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
