,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,26.0,Bruselas,5.0,Estudios Superiores
1,Hombre,26.0,Madrid,5.0,A través de otra persona
2,Hombre,26.0,Madrid,5.0,A través de otra persona
3,Hombre,26.0,Madrid,5.0,A través de otra persona
4,Hombre,26.0,Luxemburgo,4.0,A través de otra persona
5,Mujer,24.0,madrid,3.0,A través de otra persona
6,Hombre,25.0,Madrid,3.0,A través de otra persona
7,Hombre,26.0,Madrid,3.0,A través de otra persona
8,Hombre,26.0,Madrid,2.0,A través de otra persona
9,Mujer,26.0,Bilbao,5.0,Estudios Superiores
10,Mujer,21.0,Madrid,4.0,Aficiones comunes
11,Hombre,27.0,Barcelona,4.0,Estudios Superiores
12,Hombre,27.0,Madrid,4.0,Estudios Superiores
13,Hombre,30.0,Guadalajara,3.0,Aficiones comunes
14,Hombre,28.0,Toulouse,4.0,Estudios Superiores
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
