,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,21.0,Madrid,5.0,A través de otra persona
1,Hombre,17.0,Madrid,3.0,Familia
2,Mujer,17.0,Madrid,3.0,A través de otra persona
3,Hombre,9.0,Madrid,4.0,Familia
4,Mujer,21.0,Madrid,5.0,Estudios Superiores
5,Hombre,20.0,Madrid,4.0,Estudios de Primaria/Secundaria
6,Mujer,21.0,Madrid,4.0,Estudios Superiores
7,Mujer,21.0,Madrid,4.0,Estudios Superiores
8,Mujer,19.0,Extremadura,5.0,A través de otra persona
9,Mujer,20.0,Extremadura,5.0,A través de otra persona
10,Mujer,19.0,Extremadura,5.0,A través de otra persona
11,Hombre,19.0,Extremadura,2.0,A través de otra persona
12,Mujer,19.0,Extremadura,3.0,A través de otra persona
13,Mujer,19.0,Extremadura,3.0,A través de otra persona
14,Hombre,42.0,Madrid,4.0,Familia
15,Mujer,40.0,Madrid,4.0,Familia
16,Hombre,50.0,Madrid,5.0,Familia
17,Mujer,68.0,Madrid,5.0,Familia
18,Hombre,70.0,Madrid,4.0,Familia
19,Hombre,1.0,Madrid,5.0,Familia
20,Hombre,20.0,Madrid,2.0,A través de otra persona
21,Hombre,20.0,Madrid,3.0,A través de otra persona
22,Mujer,22.0,Madrid,2.0,Familia
23,Hombre,43.0,Madrid,2.0,Familia
24,Mujer,42.0,Madrid,1.0,A través de otra persona
25,Mujer,45.0,Madrid,2.0,Familia
26,Hombre,46.0,Madrid,1.0,Familia
27,Mujer,21.0,Madrid,1.0,Estudios de Primaria/Secundaria
28,Mujer,21.0,Madrid,1.0,Estudios de Primaria/Secundaria
29,Mujer,21.0,Madrid,1.0,Estudios de Primaria/Secundaria
