,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,28,MURCIA,4,A través de otra persona
1,Hombre,30,MURCIA,3,A través de otra persona
2,Hombre,27,MADRID,4,Estudios de Primaria/Secundaria
3,Hombre,26,HELLIN,4,Otro
4,Hombre,30,MURCIA,2,Aficiones comunes
5,Hombre,25,VITORIA,3,Aficiones comunes
6,Hombre,28,MURCIA,4,Otro
7,Mujer,26,MADRID,4,Estudios Superiores
8,Mujer,26,GETAFE,3,Estudios Superiores
9,Mujer,26,MADRID,4,Trabajo
10,Mujer,23,23,4,Estudios Superiores
11,Hombre,23,MADRID,4,Estudios Superiores
12,Mujer,24,MADRID,3,Estudios Superiores
13,Mujer,26,MADRID,3,Estudios Superiores
14,Hombre,29,BARCELONA,4,Estudios Superiores
15,Hombre,30,COLOMBIA ,2,Estudios Superiores
16,Hombre,24,MADRID ,2,Otro
17,Mujer,45,MADRID,2,Vecino/a
18,Hombre,26,MADRID,3,A través de otra persona
19,Hombre,28,MADRID,4,A través de otra persona
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
