,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,27.0,Bogota,3.0,Trabajo
1,Mujer,27.0,Tunja,3.0,Trabajo
2,Hombre,40.0,Pitalito,5.0,Familia
3,Hombre,38.0,Neiva,5.0,Familia
4,Mujer,64.0,San Agustin,5.0,Familia
5,Hombre,34.0,Argentina,2.0,A través de otra persona
6,Mujer,31.0,Bogota,4.0,Familia
7,Mujer,32.0,Neiva,3.0,A través de otra persona
8,Hombre,33.0,Pitalito,2.0,Otro
9,Mujer,36.0,Villavicencio,5.0,Trabajo
10,Mujer,35.0,Neiva,2.0,Familia
11,Hombre,35.0,Bogota,3.0,Familia
12,Hombre,72.0,Villa de Leyva,2.0,Aficiones comunes
13,,,,,
14,,,,,
15,,,,,
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
