,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,32,Portugal,4,Estudios Superiores
1,Hombre,37,Madrid,4,A través de otra persona
2,Hombre,39,Madrid,4,A través de otra persona
3,Hombre,38,Madrid,3,A través de otra persona
4,Mujer,36,Madrid,4,A través de otra persona
5,Mujer,37,Madrid,4,A través de otra persona
6,Hombre,38,Madrid,4,A través de otra persona
7,Mujer,34,Madrid,3,A través de otra persona
8,Mujer,37,Madrid,3,A través de otra persona
9,Hombre,36,Madrid,3,A través de otra persona
10,Hombre,33,Nashville,4,Estudios Superiores
11,Mujer,37,Valencia,4,Estudios de Primaria/Secundaria
12,Mujer,37,Washington DC,4,Estudios de Primaria/Secundaria
13,Hombre,38,Washington DC,3,A través de otra persona
14,Hombre,34,Madrid,4,Estudios Superiores
15,Hombre,38,darmstadt,4,A través de otra persona
16,Mujer,33,Vigo,4,Estudios Superiores
17,Mujer,35,Madrid,4,Estudios Superiores
18,Hombre,35,Huelva,4,Estudios Superiores
19,Mujer,33,Madrid,4,Estudios Superiores
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
