,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,24,Gijón,5,Estudios Superiores
1,Mujer,23,Gozón,5,A través de otra persona
2,Hombre,23,Lanzarote,5,Estudios Superiores
3,Hombre,23,Getafe,5,Estudios Superiores
4,Hombre,22,Getafe,5,Estudios Superiores
5,Hombre,27,Getafe,4,A través de otra persona
6,Hombre,23,Pozuelo,4,Aficiones comunes
7,Hombre,22,Leganés,5,Estudios Superiores
8,Mujer,22,León,3,Estudios Superiores
9,Mujer,22,Lanzarote,5,A través de otra persona
10,Mujer,22,Madrid,3,A través de otra persona
11,Hombre,65,Venezuela,5,Familia
12,Mujer,52,Venezuela,5,Familia
13,Mujer,20,Madrid,5,Familia
14,Hombre,11,Venezuela,5,Familia
15,Hombre,68,Venezuela,4,Aficiones comunes
16,Mujer,68,Arroyomolinos,5,Familia
17,Hombre,72,Arroyomolinos,3,Familia
18,Hombre,35,Canada,4,Familia
19,Mujer,30,Canada,3,A través de otra persona
20,Mujer,21,Madrid,2,Estudios Superiores
21,Mujer,22,Gozón,4,A través de otra persona
22,Mujer,22,Gozón,4,Aficiones comunes
23,Mujer,21,Gijón ,2,A través de otra persona
24,Hombre,55,Getafe,1,Estudios Superiores
25,Hombre,66,Castropol,3,Estudios Superiores
26,Mujer,21,Argentina,3,Aficiones comunes
27,Mujer,20,Mejorada del Campo,3,Otro
28,Mujer,23,Madrid,2,Otro
29,Hombre,21,Lanzarote,2,Otro
30,Hombre,68,Venezuela,3,Vecino/a
31,Hombre,38,Madrid ,3,Familia
32,Hombre,41,Madrid,3,Familia
33,Hombre,33,Argentina,3,Aficiones comunes
34,Hombre,26,Argentina,4,Aficiones comunes
35,Hombre,22,Argentina,4,Aficiones comunes
36,Hombre,20,Madrid,3,Aficiones comunes
37,Mujer,22,Madrid,3,Estudios Superiores
38,Mujer,29,Madrid,2,Otro
39,Mujer,21,Madrid,2,Aficiones comunes
40,Mujer,22,Argentina,3,Aficiones comunes
41,Hombre,22,Gijón,2,A través de otra persona
42,Mujer,22,Gijón ,2,A través de otra persona
43,Hombre,45,Arroyomolinos,4,Familia
44,Hombre,23,Galicia,2,Estudios Superiores
