,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,28,Reus,5,Otro
1,Mujer,24,Helsinki,5,Otro
2,Mujer,36,Benaguacil,4,Familia
3,Mujer,68,Benaguacil,5,Familia
4,Hombre,66,Benaguacil,5,Familia
5,Mujer,19,Tenerife,3,Otro
6,Mujer,19,Badajoz,3,Otro
7,Mujer,24,Lliria,4,Vecino/a
8,Hombre,24,Reus,3,A través de otra persona
9,Mujer,24,madrid,5,Estudios Superiores
10,Mujer,28,Madrid,2,Estudios Superiores
11,Mujer,24,madrid,3,Estudios Superiores
12,Hombre,56,madrid,1,Trabajo
13,Hombre,28,Benaguacil,3,Familia
14,Mujer,23,barcelona,2,Otro
15,Mujer,23,barcelona,2,Otro
16,Mujer,25,barcelona,1,Otro
17,Mujer,20,madrid,1,Otro
18,Hombre,30,lliria,4,Familia
19,Mujer,19,Madrid,1,Otro
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
