,Gender,Age,Residency,EmotionalProximity,Context
0,Otro,24,Palma de Mallorca,5,Estudios Superiores
1,Mujer,27,Madrid,4,Aficiones comunes
2,Mujer,25,Madrid,4,A través de otra persona
3,Otro,32,Madrid,4,Aficiones comunes
4,Mujer,24,Madrid,5,Estudios Superiores
5,Mujer,56,Cantabria ,4,Familia
6,Mujer,24,Madrid,4,A través de otra persona
7,Mujer,24,Madrid,3,A través de otra persona
8,Hombre,24,Madrid,4,Estudios Superiores
9,Otro,32,Madrid,4,Aficiones comunes
10,Mujer,23,Madrid,4,Estudios de Primaria/Secundaria
11,Mujer,27,Cantabria,4,Aficiones comunes
12,Mujer,24,Santander ,4,Estudios de Primaria/Secundaria
13,Hombre,20,Santander ,3,Familia
14,Mujer,54,Santander ,3,Familia
15,Otro,24,Madrid,4,Otro
16,,,,,
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,,,,,
24,,,,,
25,,,,,
26,,,,,
27,,,,,
28,,,,,
29,,,,,
30,,,,,
31,,,,,
32,,,,,
33,,,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
