,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,25,MADRID,5,Estudios Superiores
1,Mujer,25,madrid,5,A través de otra persona
2,Mujer,34,barcelona,5,Familia
3,Mujer,62,galicia,5,Familia
4,Hombre,64,galicia,5,Familia
5,Hombre,36,madrid,5,Familia
6,Mujer,36,madrid,5,Familia
7,Mujer,25,madrid,5,Estudios de Primaria/Secundaria
8,Mujer,24,madrid,5,Estudios Superiores
9,Mujer,25,madrid,4,Estudios de Primaria/Secundaria
10,Mujer,24,madrid,5,Estudios Superiores
11,Mujer,25,madrid,4,A través de otra persona
12,Hombre,24,madrid,5,Estudios Superiores
13,Mujer,25,asturias,5,Estudios Superiores
14,Mujer,24,madrid,5,Estudios Superiores
15,Mujer,24,madrid,5,Aficiones comunes
16,Mujer,23,madrid,4,Estudios Superiores
17,Hombre,30,madrid,4,Estudios Superiores
18,Hombre,31,madrid,4,Estudios Superiores
19,Hombre,28,madrid,4,Aficiones comunes
20,Hombre,31,madrid,4,Aficiones comunes
21,Mujer,24,madrid,4,Estudios de Primaria/Secundaria
22,Mujer,27,madrid,5,Trabajo
23,Hombre,24,madrid,4,Trabajo
24,Mujer,30,madrid,3,Trabajo
25,Mujer,58,madrid,2,Trabajo
26,Mujer,60,madrid,1,Trabajo
27,Mujer,23,madrid,3,Trabajo
28,Hombre,57,madrid,5,Trabajo
29,Mujer,58,madrid,5,Trabajo
30,Hombre,24,madrid,3,Aficiones comunes
31,Hombre,27,madrid,4,Trabajo
32,Mujer,25,madrid,4,Estudios Superiores
33,Mujer,24,galicia,5,Familia
34,Mujer,25,madrid,5,Estudios Superiores
35,Mujer,25,madrid,3,Estudios Superiores
36,Hombre,25,madrid,5,Estudios Superiores
37,Hombre,25,madrid,5,Estudios Superiores
38,,,,,
39,,,,,
40,,,,,
41,,,,,
42,,,,,
43,,,,,
44,,,,,
