,Gender,Age,Residency,EmotionalProximity,Context
0,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
1,Mujer,25.0,Madrid,4.0,Aficiones comunes
2,Mujer,27.0,Madrid,4.0,Estudios de Primaria/Secundaria
3,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
4,Mujer,27.0,Madrid,4.0,Estudios de Primaria/Secundaria
5,Mujer,24.0,Madrid,3.0,Trabajo
6,Mujer,27.0,Madrid,4.0,Estudios de Primaria/Secundaria
7,Mujer,58.0,Madrid,5.0,Familia
8,Hombre,58.0,Madrid,4.0,Familia
9,Mujer,26.0,Madrid,4.0,Estudios de Primaria/Secundaria
10,Mujer,27.0,Madrid,4.0,Estudios de Primaria/Secundaria
11,Mujer,27.0,Madrid,3.0,Estudios Superiores
12,Hombre,43.0,Madrid,1.0,Trabajo
13,Mujer,31.0,Madrid,2.0,Trabajo
14,Mujer,25.0,Madrid,3.0,Aficiones comunes
15,Mujer,23.0,Madrid,2.0,A través de otra persona
16,Mujer,45.0,Madrid,4.0,Familia
17,Hombre,23.0,Madrid,3.0,Trabajo
18,Hombre,24.0,Madrid,3.0,Trabajo
19,Hombre,16.0,Madrid,3.0,Familia
20,Mujer,40.0,Madrid,3.0,Familia
21,Mujer,26.0,Madrid,3.0,Estudios Superiores
22,Hombre,34.0,Madrid,2.0,A través de otra persona
23,Hombre,26.0,Madrid,2.0,A través de otra persona
24,Hombre,70.0,Madrid,3.0,Familia
25,Mujer,70.0,Madrid,3.0,Familia
26,Mujer,25.0,Madrid,2.0,A través de otra persona
27,Mujer,31.0,Madrid,2.0,Familia
28,Hombre,45.0,Madrid,2.0,Familia
29,Hombre,42.0,Madrid,1.0,Familia
