,Gender,Age,Residency,EmotionalProximity,Context
0,Hombre,19,Madrid,5,Estudios de Primaria/Secundaria
1,Hombre,19,Madrid ,3,Estudios de Primaria/Secundaria
2,Hombre,18,Madrid ,3,Estudios de Primaria/Secundaria
3,Hombre,18,Madrid ,5,Estudios de Primaria/Secundaria
4,Hombre,19,Madrid ,5,Estudios de Primaria/Secundaria
5,Hombre,18,Madrid ,4,Estudios de Primaria/Secundaria
6,Hombre,25,Madrid ,4,Aficiones comunes
7,Hombre,19,Madrid ,5,Estudios de Primaria/Secundaria
8,Hombre,18,Madrid ,4,Estudios de Primaria/Secundaria
9,Hombre,18,Madrid ,3,Estudios de Primaria/Secundaria
10,Hombre,18,Madrid ,3,Estudios de Primaria/Secundaria
11,Hombre,19,Madrid ,5,Estudios de Primaria/Secundaria
12,Hombre,18,Madrid ,3,Estudios de Primaria/Secundaria
13,Hombre,19,Madrid ,5,Estudios de Primaria/Secundaria
14,Hombre,19,Caceres ,3,Estudios Superiores
15,Hombre,18,Madrid ,4,Estudios de Primaria/Secundaria
16,Mujer,18,Madrid ,4,Estudios de Primaria/Secundaria
17,Mujer,21,Madrid ,5,Familia
18,Mujer,31,Madrid ,5,Familia
19,Mujer,25,Madrid ,4,Familia
20,Mujer,24,Madrid ,5,Familia
21,Hombre,16,Madrid ,3,A través de otra persona
22,Hombre,19,Madrid ,3,Estudios de Primaria/Secundaria
23,Hombre,19,Madrid ,4,Estudios de Primaria/Secundaria
24,Mujer,19,Madrid ,3,Estudios de Primaria/Secundaria
25,Hombre,32,Madrid ,5,Familia
26,Hombre,23,Madrid ,5,Familia
27,Hombre,19,Cuenca ,3,A través de otra persona
28,Mujer,24,Madrid ,4,Aficiones comunes
29,Mujer,19,Madrid ,4,Aficiones comunes
